customer_id,segment_name,R,F,M,RFM_score,recency_days,frequency_180d,monetary_180d,ticket_count_90d,avg_discount_pct_180d,sessions_30d,return_rate_180d,negative_ticket_rate_90d,last_visit_days_ago,last_campaign_received,manual_priority_bucket,churn_next_60d
CUST01177,Loyal Customers,3,5,5,13,56,3,2144.58,0,0.277,0,0.0,0.0,8,bundle_discount,medium,0
CUST01178,Loyal Customers,3,5,4,12,67,3,1298.14,0,0.32,10,0.0,0.0,23,bundle_discount,medium,1
CUST01179,Needs Attention,2,2,2,6,108,1,536.83,0,0.2,5,0.0,0.0,8,free_shipping,high,1
CUST01180,Champions,4,4,5,13,23,2,2328.54,2,0.255,2,1.0,0.5,10,welcome_offer,medium,0
CUST01181,Needs Attention,2,2,1,5,137,1,296.32,0,0.3,2,0.0,0.0,14,free_shipping,high,1
CUST01182,Discount Sensitive,2,2,2,6,108,1,520.96,0,0.39,8,0.0,0.0,31,free_shipping,high,0
CUST01183,Promising New,5,2,2,9,6,1,568.08,0,0.09,0,0.0,0.0,3,none,high,0
CUST01184,Champions,4,5,4,13,30,3,1606.64,0,0.213,5,0.0,0.0,25,free_shipping,low,0
CUST01185,Champions,4,4,4,12,23,2,1286.63,0,0.185,1,0.0,0.0,17,welcome_offer,low,0
CUST01186,At-Risk,1,4,5,10,153,2,2183.8,0,0.235,1,0.0,0.0,36,free_shipping,high,1
CUST01187,Champions,4,5,4,13,26,3,1729.96,1,0.397,3,0.0,1.0,13,welcome_offer,medium,0
CUST01188,At-Risk,2,4,2,8,92,2,688.52,1,0.57,14,0.5,1.0,8,none,high,1
CUST01189,At-Risk,1,4,5,10,161,2,2721.23,0,0.06,7,0.0,0.0,16,free_shipping,high,1
CUST01190,Champions,4,5,4,13,27,3,1339.05,0,0.34,3,0.0,0.0,0,welcome_offer,low,0
CUST01191,Discount Sensitive,3,2,2,7,52,1,510.71,0,0.57,1,0.0,0.0,13,welcome_offer,high,1
CUST01192,Champions,4,5,4,13,24,3,1408.4,0,0.14,11,0.0,0.0,14,bundle_discount,low,0
CUST01193,Dormant,1,1,1,3,457,0,0.0,0,0.0,0,0.0,0.0,60,new_launch,high,1
CUST01194,Loyal Customers,3,4,3,10,85,2,1089.0,1,0.365,2,0.5,1.0,34,bundle_discount,high,1
CUST01195,Needs Attention,2,2,2,6,94,1,542.27,0,0.23,4,1.0,0.0,2,none,high,1
CUST01196,At-Risk,2,4,5,11,111,2,2239.79,0,0.285,9,0.5,0.0,16,welcome_offer,high,1
CUST01197,Loyal Customers,3,4,2,9,77,2,406.22,0,0.46,3,0.0,0.0,18,bundle_discount,high,1
CUST01198,Promising New,4,2,2,8,31,1,592.73,1,0.32,5,0.0,0.0,6,bundle_discount,medium,0
CUST01199,Dormant,1,1,1,3,359,0,0.0,0,0.0,1,0.0,0.0,60,new_launch,high,1
CUST01200,Needs Attention,3,2,2,7,58,1,524.27,0,0.02,5,0.0,0.0,7,none,medium,0
CUST01201,Dormant,1,2,3,6,158,1,842.85,0,0.23,7,0.0,0.0,24,new_launch,high,1
CUST01202,Needs Attention,2,2,2,6,132,1,650.67,0,0.3,10,0.0,0.0,33,free_shipping,high,1
CUST01203,Discount Sensitive,3,2,1,6,60,1,149.0,0,0.56,4,0.0,0.0,7,none,medium,0
CUST01204,Discount Sensitive,3,2,2,7,81,1,493.88,0,0.36,0,0.0,0.0,17,free_shipping,high,0
CUST01205,Dormant,1,1,1,3,262,0,0.0,0,0.0,1,0.0,0.0,38,welcome_offer,high,1
CUST01206,Needs Attention,3,2,3,8,73,1,819.46,0,0.16,10,0.0,0.0,30,bundle_discount,medium,1
CUST01207,Discount Sensitive,2,2,1,5,110,1,350.93,0,0.43,0,0.0,0.0,21,new_launch,high,1
CUST01208,At-Risk,2,4,3,9,95,2,834.32,0,0.33,1,0.0,0.0,15,welcome_offer,high,0
CUST01209,Loyal Customers,5,4,2,11,14,2,674.55,0,0.41,5,0.0,0.0,1,none,low,0
CUST01210,Dormant,1,1,1,3,266,0,0.0,0,0.0,0,0.0,0.0,54,new_launch,high,1
CUST01211,Champions,5,5,5,15,5,3,2452.85,2,0.407,8,0.333,0.0,2,bundle_discount,medium,0
CUST01212,Champions,5,4,5,14,20,2,2285.58,0,0.435,0,0.0,0.0,0,new_launch,low,0
CUST01213,Dormant,1,2,2,5,163,1,492.41,0,0.21,3,0.0,0.0,33,free_shipping,high,1
CUST01214,Needs Attention,2,2,3,7,124,1,1069.42,0,0.25,2,0.0,0.0,31,free_shipping,high,1
CUST01215,Loyal Customers,3,4,4,11,80,2,1232.11,0,0.215,0,0.0,0.0,25,bundle_discount,high,0
CUST01216,Discount Sensitive,2,2,3,7,107,1,1022.33,0,0.35,10,0.0,0.0,24,bundle_discount,high,1
CUST01217,Dormant,1,2,2,5,163,1,630.07,0,0.26,6,0.0,0.0,36,bundle_discount,high,1
CUST01218,Promising New,5,2,3,10,0,1,738.52,0,0.24,6,0.0,0.0,2,welcome_offer,low,0
CUST01219,At-Risk,2,4,3,9,86,2,832.04,1,0.35,5,0.0,1.0,20,free_shipping,high,0
CUST01220,Needs Attention,2,2,3,7,98,1,1095.74,0,0.23,1,0.0,0.0,25,new_launch,high,1
CUST01221,Promising New,5,2,2,9,13,1,405.2,0,0.33,6,0.0,0.0,21,bundle_discount,low,0
CUST01222,Promising New,5,2,4,11,18,1,1199.39,0,0.04,0,0.0,0.0,14,none,high,0
CUST01223,At-Risk,2,5,4,11,118,3,1444.4,0,0.387,1,0.0,0.0,29,free_shipping,high,1
CUST01224,Promising New,4,2,3,9,33,1,1005.1,0,0.33,7,0.0,0.0,7,new_launch,low,1
CUST01225,Needs Attention,2,2,2,6,97,1,620.28,1,0.03,3,0.0,1.0,13,new_launch,high,1
CUST01226,Champions,4,5,4,13,37,3,1546.94,1,0.333,6,0.667,1.0,14,none,medium,1
CUST01227,Champions,4,5,4,13,43,3,1385.66,1,0.317,8,0.333,1.0,6,none,medium,1
CUST01228,Dormant,1,1,1,3,212,0,0.0,0,0.0,1,0.0,0.0,28,free_shipping,high,1
CUST01229,Needs Attention,2,2,2,6,147,1,484.49,0,0.23,5,0.0,0.0,8,none,high,1
CUST01230,Needs Attention,2,2,1,5,112,1,370.67,0,0.24,2,0.0,0.0,24,bundle_discount,high,1
CUST01231,Dormant,1,1,1,3,226,0,0.0,0,0.0,0,0.0,0.0,41,free_shipping,high,0
CUST01232,Dormant,1,1,1,3,183,0,0.0,0,0.0,8,0.0,0.0,39,free_shipping,high,1
CUST01233,Needs Attention,3,2,2,7,64,1,551.18,0,0.29,8,0.0,0.0,5,free_shipping,medium,0
CUST01234,At-Risk,2,4,4,10,115,2,1809.4,0,0.215,3,0.0,0.0,32,free_shipping,high,1
CUST01235,Dormant,1,2,2,5,161,1,522.53,0,0.15,3,0.0,0.0,26,new_launch,high,1
CUST01236,Loyal Customers,5,5,3,13,6,3,971.97,0,0.31,8,0.0,0.0,0,bundle_discount,low,0
CUST01237,At-Risk,2,4,4,10,103,2,1243.5,0,0.325,1,0.0,0.0,10,new_launch,high,1
CUST01238,Loyal Customers,3,5,5,13,68,3,3438.43,1,0.253,1,0.0,1.0,14,new_launch,medium,0
CUST01239,Dormant,1,1,1,3,193,0,0.0,0,0.0,7,0.0,0.0,35,bundle_discount,high,0
CUST01240,Promising New,5,2,2,9,19,1,434.11,0,0.34,10,0.0,0.0,14,bundle_discount,low,1
CUST01241,Promising New,4,2,1,7,38,1,185.08,0,0.28,9,0.0,0.0,15,bundle_discount,medium,0
CUST01242,Champions,4,5,5,14,29,5,6982.41,1,0.262,0,0.0,0.0,15,bundle_discount,medium,0
CUST01243,Loyal Customers,3,5,4,12,74,3,1470.48,0,0.297,8,0.0,0.0,14,free_shipping,medium,1
CUST01244,Champions,4,4,5,13,34,2,2233.4,1,0.21,7,0.0,1.0,4,none,medium,0
CUST01245,Dormant,1,1,1,3,255,0,0.0,0,0.0,2,0.0,0.0,60,new_launch,high,1
CUST01246,Dormant,1,1,1,3,262,0,0.0,0,0.0,1,0.0,0.0,60,none,high,0
CUST01247,Promising New,5,2,4,11,3,1,1439.66,1,0.24,12,0.0,1.0,0,none,medium,0
CUST01248,Needs Attention,2,2,4,8,103,1,1386.38,0,0.31,5,0.0,0.0,15,free_shipping,high,0
CUST01249,Loyal Customers,3,5,5,13,57,4,2733.47,0,0.203,12,0.0,0.0,11,none,medium,0
CUST01250,Dormant,1,2,2,5,175,1,612.27,0,0.34,0,0.0,0.0,35,bundle_discount,high,0
CUST01251,Discount Sensitive,3,2,2,7,52,1,420.63,0,0.38,3,0.0,0.0,10,none,medium,1
CUST01252,Champions,4,4,5,13,38,2,2038.93,0,0.245,1,0.0,0.0,18,free_shipping,medium,1
CUST01253,At-Risk,2,4,5,11,99,2,2035.62,0,0.15,13,0.0,0.0,27,bundle_discount,high,1
CUST01254,Loyal Customers,3,4,5,12,76,2,2465.71,1,0.445,3,0.0,1.0,4,new_launch,high,0
CUST01255,Needs Attention,3,2,5,10,78,1,2060.75,1,0.11,8,0.0,1.0,15,new_launch,high,0
CUST01256,Dormant,1,1,1,3,286,0,0.0,0,0.0,3,0.0,0.0,56,new_launch,high,1
CUST01257,Loyal Customers,4,4,3,11,27,2,765.27,1,0.28,4,0.5,1.0,4,welcome_offer,medium,1
CUST01258,Dormant,1,1,1,3,250,0,0.0,0,0.0,7,0.0,0.0,60,new_launch,high,1
CUST01259,Silent Disengaged,2,2,3,7,94,1,694.35,1,0.32,0,1.0,1.0,10,bundle_discount,high,1
CUST01260,Promising New,5,2,3,10,9,1,913.67,0,0.02,4,0.0,0.0,8,new_launch,low,0
CUST01261,Promising New,5,2,1,8,18,1,345.05,0,0.28,1,0.0,0.0,0,free_shipping,high,0
CUST01262,Promising New,4,2,1,7,25,1,195.09,0,0.57,11,0.0,0.0,9,welcome_offer,low,1
CUST01263,Champions,4,5,5,14,32,4,2970.8,1,0.307,5,0.25,0.0,24,new_launch,medium,0
CUST01264,Needs Attention,3,2,5,10,51,1,2114.74,0,0.34,6,0.0,0.0,16,welcome_offer,medium,1
CUST01265,Champions,5,4,4,13,15,2,1398.17,0,0.42,12,0.0,0.0,10,free_shipping,low,0
CUST01266,Loyal Customers,3,5,5,13,51,3,2447.06,0,0.137,8,0.0,0.0,17,welcome_offer,medium,0
CUST01267,Loyal Customers,3,4,3,10,58,2,769.57,1,0.25,2,0.0,1.0,26,new_launch,medium,0
CUST01268,Promising New,5,2,2,9,19,1,471.22,1,0.06,5,1.0,1.0,2,new_launch,medium,1
CUST01269,Needs Attention,3,2,2,7,57,1,534.09,0,0.08,4,0.0,0.0,18,none,medium,0
CUST01270,Discount Sensitive,3,2,1,6,57,1,309.87,1,0.43,4,0.0,1.0,20,free_shipping,medium,0
CUST01271,Promising New,5,2,2,9,12,1,529.98,0,0.31,8,0.0,0.0,5,free_shipping,low,0
CUST01272,Promising New,4,2,4,10,44,1,1860.0,0,0.27,1,0.0,0.0,8,bundle_discount,high,0
CUST01273,Discount Sensitive,1,2,4,7,149,1,1219.74,0,0.37,1,0.0,0.0,22,new_launch,high,1
CUST01274,Loyal Customers,4,4,3,11,25,2,802.94,0,0.415,15,0.0,0.0,0,free_shipping,low,0
CUST01275,Champions,4,5,5,14,34,3,2647.93,0,0.267,14,0.0,0.0,0,free_shipping,low,0
CUST01276,Discount Sensitive,2,2,2,6,120,1,412.12,0,0.4,3,0.0,0.0,22,bundle_discount,high,0
CUST01277,Needs Attention,2,2,3,7,99,1,732.91,0,0.34,6,0.0,0.0,12,bundle_discount,high,1
CUST01278,Loyal Customers,3,4,3,10,65,2,791.53,0,0.225,1,0.0,0.0,6,free_shipping,medium,0
CUST01279,Discount Sensitive,2,2,4,8,101,1,1494.42,0,0.35,3,1.0,0.0,31,free_shipping,high,1
CUST01280,Champions,4,5,5,14,35,4,3888.23,0,0.247,5,0.0,0.0,0,none,low,0
CUST01281,Dormant,1,1,1,3,215,0,0.0,0,0.0,4,0.0,0.0,43,new_launch,high,1
CUST01282,Needs Attention,3,2,2,7,78,1,499.65,1,0.2,5,0.0,0.0,22,welcome_offer,high,1
CUST01283,Champions,4,5,5,14,40,8,5650.74,1,0.328,7,0.125,1.0,0,welcome_offer,medium,1
CUST01284,Dormant,1,1,1,3,192,0,0.0,0,0.0,1,0.0,0.0,25,none,high,1
CUST01285,At-Risk,2,4,3,9,124,2,938.91,0,0.32,3,0.0,0.0,36,none,high,1
CUST01286,Dormant,1,1,1,3,226,0,0.0,0,0.0,2,0.0,0.0,45,free_shipping,high,0
CUST01287,At-Risk,2,4,3,9,89,2,1153.33,0,0.46,3,0.0,0.0,14,welcome_offer,high,0
CUST01288,Discount Sensitive,2,2,2,6,132,1,486.14,0,0.38,0,0.0,0.0,25,bundle_discount,high,1
CUST01289,Promising New,5,2,3,10,3,1,742.76,0,0.18,9,0.0,0.0,7,welcome_offer,low,0
CUST01290,Loyal Customers,3,4,3,10,53,2,1164.42,0,0.26,9,0.0,0.0,15,none,medium,0
CUST01291,Dormant,1,1,1,3,193,0,0.0,0,0.0,3,0.0,0.0,29,new_launch,high,0
CUST01292,Champions,4,4,5,13,41,2,2412.52,0,0.155,3,0.0,0.0,24,none,medium,0
CUST01293,Loyal Customers,5,4,3,12,15,2,866.63,0,0.38,0,0.0,0.0,1,bundle_discount,low,0
CUST01294,Promising New,5,2,3,10,3,1,750.26,0,0.45,9,0.0,0.0,0,free_shipping,low,0
CUST01295,At-Risk,2,5,5,12,121,3,1979.11,0,0.14,11,0.333,0.0,20,free_shipping,high,1
CUST01296,Promising New,5,2,2,9,16,1,416.31,0,0.41,2,0.0,0.0,15,free_shipping,low,0
CUST01297,Champions,5,5,4,14,2,4,1798.57,1,0.27,6,0.0,1.0,4,welcome_offer,medium,0
CUST01298,Dormant,1,1,1,3,329,0,0.0,0,0.0,0,0.0,0.0,60,new_launch,high,1
CUST01299,Dormant,1,2,3,6,171,1,840.54,0,0.07,8,0.0,0.0,35,none,high,1
CUST01300,Champions,4,5,5,14,46,4,1939.2,1,0.367,10,0.0,0.0,6,none,medium,0
CUST01301,Loyal Customers,3,4,3,10,85,2,884.57,0,0.325,4,0.0,0.0,25,free_shipping,high,1
CUST01302,Champions,5,5,5,15,1,5,3420.38,0,0.292,8,0.0,0.0,0,free_shipping,low,0
CUST01303,Promising New,5,2,3,10,20,1,844.74,1,0.18,3,0.0,0.0,0,none,medium,1
CUST01304,Loyal Customers,4,4,3,11,27,2,1145.58,0,0.17,8,0.0,0.0,0,free_shipping,low,0
CUST01305,Discount Sensitive,3,2,1,6,50,1,311.4,0,0.45,8,0.0,0.0,4,bundle_discount,medium,1
CUST01306,Loyal Customers,3,4,5,12,54,2,3337.79,0,0.205,2,0.0,0.0,6,free_shipping,medium,0
CUST01307,Dormant,1,1,1,3,234,0,0.0,0,0.0,4,0.0,0.0,38,none,high,1
CUST01308,Needs Attention,2,2,2,6,119,1,380.96,0,0.27,5,0.0,0.0,33,welcome_offer,high,1
CUST01309,Loyal Customers,3,5,4,12,73,3,1704.79,0,0.423,2,0.0,0.0,5,welcome_offer,medium,0
CUST01310,At-Risk,2,4,4,10,139,2,1213.35,0,0.405,8,0.0,0.0,19,bundle_discount,high,0
CUST01311,Loyal Customers,4,4,3,11,43,2,1069.71,0,0.37,1,0.0,0.0,19,bundle_discount,medium,0
CUST01312,Champions,5,4,4,13,14,2,1611.51,0,0.275,5,0.0,0.0,0,bundle_discount,low,0
CUST01313,Champions,5,4,4,13,4,2,1457.68,0,0.23,6,0.0,0.0,0,welcome_offer,low,0
CUST01314,Loyal Customers,5,4,3,12,1,2,1066.73,0,0.28,5,0.0,0.0,0,new_launch,low,0
CUST01315,Dormant,1,1,1,3,222,0,0.0,0,0.0,1,0.0,0.0,52,new_launch,high,1
CUST01316,Needs Attention,2,2,2,6,120,1,407.44,0,0.25,13,0.0,0.0,14,welcome_offer,high,1
CUST01317,Dormant,1,1,1,3,256,0,0.0,0,0.0,1,0.0,0.0,48,none,high,1
CUST01318,Needs Attention,2,2,2,6,130,1,396.5,0,0.13,2,0.0,0.0,24,bundle_discount,high,1
CUST01319,Discount Sensitive,2,2,1,5,111,1,336.29,0,0.48,10,0.0,0.0,14,welcome_offer,high,0
CUST01320,Needs Attention,1,2,2,5,150,1,500.0,0,0.11,6,0.0,0.0,40,new_launch,high,1
CUST01321,At-Risk,2,5,4,11,99,5,1878.1,0,0.36,12,0.0,0.0,17,free_shipping,high,0
CUST01322,Needs Attention,2,2,2,6,96,1,564.8,0,0.17,2,0.0,0.0,20,none,high,1
CUST01323,Dormant,1,1,1,3,276,0,0.0,0,0.0,3,0.0,0.0,46,new_launch,high,1
CUST01324,Dormant,1,1,1,3,227,0,0.0,0,0.0,1,0.0,0.0,35,free_shipping,high,1
CUST01325,Dormant,1,1,1,3,186,0,0.0,0,0.0,1,0.0,0.0,43,free_shipping,high,0
CUST01326,Needs Attention,2,2,4,8,131,1,1411.39,0,0.29,3,0.0,0.0,23,none,high,1
CUST01327,Loyal Customers,3,5,5,13,83,3,3429.24,0,0.14,10,0.0,0.0,4,new_launch,high,0
CUST01328,Loyal Customers,3,4,5,12,54,2,2001.3,0,0.235,5,0.0,0.0,13,new_launch,medium,0
CUST01329,Loyal Customers,3,5,4,12,61,3,1252.03,0,0.287,5,0.333,0.0,9,welcome_offer,medium,0
CUST01330,Champions,5,5,5,15,3,3,2794.39,0,0.233,6,0.0,0.0,2,none,low,0
CUST01331,Champions,5,5,4,14,14,3,1877.49,1,0.227,10,0.0,0.0,0,none,medium,0
CUST01332,Champions,5,5,5,15,17,4,3364.3,0,0.28,7,0.0,0.0,6,new_launch,low,0
CUST01333,Needs Attention,3,2,2,7,47,1,420.65,0,0.18,2,0.0,0.0,0,free_shipping,medium,1
CUST01334,Dormant,1,2,3,6,160,1,976.5,0,0.03,1,0.0,0.0,39,welcome_offer,high,1
CUST01335,Loyal Customers,3,4,5,12,75,2,2371.6,1,0.26,6,0.0,1.0,0,bundle_discount,medium,0
CUST01336,Loyal Customers,5,4,3,12,1,2,910.67,0,0.23,0,0.0,0.0,0,welcome_offer,low,1
CUST01337,Needs Attention,3,2,3,8,49,1,793.95,0,0.32,14,0.0,0.0,18,free_shipping,medium,0
CUST01338,Promising New,5,2,1,8,7,1,232.88,1,0.43,14,1.0,1.0,0,bundle_discount,medium,1
CUST01339,Dormant,1,2,2,5,162,1,450.33,0,0.26,3,0.0,0.0,37,bundle_discount,high,1
CUST01340,Needs Attention,3,2,2,7,76,1,624.33,0,0.07,5,0.0,0.0,16,bundle_discount,high,1
CUST01341,Promising New,4,2,2,8,38,1,395.13,0,0.23,5,0.0,0.0,26,new_launch,medium,1
CUST01342,Loyal Customers,3,4,3,10,84,2,1049.9,0,0.25,10,0.0,0.0,23,welcome_offer,high,1
CUST01343,Loyal Customers,5,5,3,13,4,3,1079.78,0,0.173,3,0.0,0.0,7,bundle_discount,low,0
CUST01344,Dormant,1,1,1,3,395,0,0.0,0,0.0,3,0.0,0.0,60,bundle_discount,high,1
CUST01345,Promising New,4,2,5,11,38,1,2465.11,0,0.26,7,0.0,0.0,3,bundle_discount,medium,0
CUST01346,Champions,4,5,5,14,38,3,2127.53,0,0.29,5,0.0,0.0,17,bundle_discount,medium,0
CUST01347,Discount Sensitive,2,2,1,5,128,1,316.63,0,0.39,3,0.0,0.0,27,none,high,1
CUST01348,Needs Attention,2,2,2,6,140,1,659.62,0,0.23,3,0.0,0.0,22,welcome_offer,high,1
CUST01349,Loyal Customers,3,4,5,12,83,2,2446.67,0,0.205,0,0.0,0.0,22,bundle_discount,high,0
CUST01350,Dormant,1,1,1,3,190,0,0.0,0,0.0,1,0.0,0.0,26,none,high,1
CUST01351,Promising New,4,2,2,8,30,1,542.87,1,0.42,7,1.0,1.0,0,new_launch,medium,1
CUST01352,At-Risk,2,4,3,9,123,2,900.07,0,0.415,1,0.5,0.0,31,free_shipping,high,1
CUST01353,Needs Attention,3,2,2,7,73,1,597.26,1,0.23,1,0.0,1.0,19,free_shipping,high,0
CUST01354,Loyal Customers,5,4,3,12,2,2,1041.99,1,0.355,10,0.0,0.0,0,free_shipping,medium,0
CUST01355,Needs Attention,2,2,2,6,88,1,547.04,0,0.3,2,0.0,0.0,28,welcome_offer,high,0
CUST01356,Promising New,4,2,1,7,42,1,287.51,1,0.27,0,0.0,1.0,17,bundle_discount,high,1
CUST01357,Discount Sensitive,2,2,1,5,126,1,230.99,0,0.56,2,0.0,0.0,23,new_launch,high,1
CUST01358,Promising New,5,2,3,10,18,1,862.52,0,0.32,14,0.0,0.0,3,free_shipping,low,0
CUST01359,At-Risk,2,4,3,9,106,2,1016.94,0,0.345,3,0.0,0.0,15,new_launch,high,1
CUST01360,Dormant,1,2,1,4,160,1,306.65,0,0.3,6,0.0,0.0,35,bundle_discount,high,1
CUST01361,Promising New,5,2,3,10,5,1,805.77,0,0.21,6,0.0,0.0,0,new_launch,low,0
CUST01362,Discount Sensitive,3,2,2,7,80,1,378.18,0,0.35,16,0.0,0.0,6,free_shipping,high,1
CUST01363,Needs Attention,3,2,2,7,83,1,454.39,0,0.14,7,0.0,0.0,11,free_shipping,high,0
CUST01364,Needs Attention,1,2,4,7,148,1,1261.0,0,0.2,3,0.0,0.0,35,new_launch,high,1
CUST01365,Dormant,1,1,1,3,247,0,0.0,0,0.0,1,0.0,0.0,47,free_shipping,high,1
CUST01366,Discount Sensitive,2,2,1,5,98,1,149.0,0,0.53,4,0.0,0.0,30,welcome_offer,high,1
CUST01367,Needs Attention,3,2,1,6,56,1,363.62,1,0.23,8,0.0,1.0,16,bundle_discount,medium,1
CUST01368,Dormant,1,1,1,3,308,0,0.0,0,0.0,8,0.0,0.0,60,none,high,1
CUST01369,Promising New,4,2,2,8,24,1,477.43,1,0.2,10,1.0,1.0,11,bundle_discount,medium,0
CUST01370,At-Risk,1,4,4,9,161,2,1246.04,0,0.215,2,0.0,0.0,35,none,high,0
CUST01371,Champions,5,4,5,14,8,2,2334.49,1,0.225,6,0.0,1.0,2,none,medium,0
CUST01372,Needs Attention,3,2,1,6,71,1,366.8,1,0.1,5,1.0,0.0,31,welcome_offer,medium,1
CUST01373,Promising New,4,2,1,7,45,1,291.54,0,0.6,4,0.0,0.0,10,new_launch,medium,1
CUST01374,Needs Attention,2,2,1,5,88,1,282.0,0,0.19,5,0.0,0.0,24,free_shipping,high,1
CUST01375,Loyal Customers,3,4,3,10,64,2,1131.64,0,0.245,4,0.0,0.0,27,none,medium,0
CUST01376,Promising New,4,2,2,8,34,1,541.57,0,0.02,6,0.0,0.0,18,none,low,0
CUST01377,Promising New,5,2,2,9,9,1,387.27,1,0.39,10,0.0,1.0,0,free_shipping,medium,0
CUST01378,Needs Attention,2,2,1,5,117,1,348.74,0,0.16,14,0.0,0.0,21,new_launch,high,1
CUST01379,Dormant,1,1,1,3,186,0,0.0,0,0.0,6,0.0,0.0,40,welcome_offer,high,1
CUST01380,Loyal Customers,4,4,3,11,44,2,729.75,0,0.285,1,0.0,0.0,11,new_launch,medium,0
CUST01381,Champions,5,5,5,15,2,6,4149.83,0,0.253,11,0.0,0.0,0,none,low,0
CUST01382,Loyal Customers,5,4,3,12,4,2,987.37,1,0.19,5,0.5,1.0,0,none,medium,1
CUST01383,Champions,5,5,4,14,13,3,1697.28,1,0.203,14,0.0,1.0,3,welcome_offer,medium,0
CUST01384,At-Risk,2,4,5,11,145,2,3420.26,0,0.19,5,0.5,0.0,24,none,high,1
CUST01385,Champions,5,5,4,14,0,3,1753.84,1,0.367,10,0.333,1.0,4,free_shipping,medium,0
CUST01386,Champions,5,5,5,15,14,4,5346.15,1,0.213,5,0.25,1.0,0,welcome_offer,medium,0
CUST01387,Needs Attention,2,2,3,7,128,1,785.68,0,0.27,2,0.0,0.0,30,none,high,1
CUST01388,Needs Attention,3,2,5,10,70,1,2996.98,0,0.25,1,0.0,0.0,11,none,high,1
CUST01389,Loyal Customers,3,4,4,11,70,2,1396.82,0,0.11,5,0.0,0.0,3,free_shipping,medium,0
CUST01390,Champions,5,4,4,13,9,2,1232.27,0,0.12,11,0.0,0.0,6,new_launch,low,0
CUST01391,Needs Attention,2,2,3,7,94,1,972.01,0,0.2,11,0.0,0.0,20,welcome_offer,high,0
CUST01392,Promising New,5,2,4,11,16,1,1415.53,0,0.25,2,0.0,0.0,3,welcome_offer,low,0
CUST01393,Silent Disengaged,3,2,2,7,85,1,493.02,0,0.28,0,0.0,0.0,18,free_shipping,high,1
CUST01394,Champions,5,4,4,13,16,2,1313.81,0,0.365,15,0.0,0.0,6,bundle_discount,low,0
CUST01395,Champions,4,5,5,14,32,4,3708.11,0,0.307,4,0.0,0.0,9,none,low,0
CUST01396,Discount Sensitive,2,2,3,7,127,1,826.44,0,0.35,2,0.0,0.0,21,none,high,1
CUST01397,Champions,5,5,5,15,4,4,4264.14,0,0.165,12,0.0,0.0,0,welcome_offer,low,0
CUST01398,Needs Attention,3,2,4,9,57,1,1672.19,1,0.12,6,1.0,1.0,0,bundle_discount,medium,1
CUST01399,Champions,5,5,5,15,19,4,2045.41,1,0.305,10,0.25,1.0,6,new_launch,medium,0
CUST01400,Needs Attention,2,2,1,5,134,1,328.61,0,0.15,1,0.0,0.0,38,new_launch,high,1
CUST01401,Loyal Customers,3,4,5,12,75,2,1991.48,0,0.19,3,0.0,0.0,23,new_launch,medium,0
CUST01402,Dormant,1,1,1,3,254,0,0.0,0,0.0,0,0.0,0.0,47,new_launch,high,1
CUST01403,Dormant,1,1,1,3,329,0,0.0,0,0.0,1,0.0,0.0,53,new_launch,high,1
CUST01404,Dormant,1,1,1,3,202,0,0.0,0,0.0,12,0.0,0.0,24,new_launch,high,1
CUST01405,Needs Attention,2,2,3,7,140,1,1013.03,0,0.33,2,0.0,0.0,20,new_launch,high,0
CUST01406,Dormant,1,1,1,3,222,0,0.0,0,0.0,2,0.0,0.0,46,free_shipping,high,1
CUST01407,Needs Attention,2,2,3,7,139,1,709.73,0,0.14,3,0.0,0.0,17,welcome_offer,high,1
CUST01408,Dormant,1,1,1,3,307,0,0.0,0,0.0,0,0.0,0.0,60,none,high,1
CUST01409,Loyal Customers,4,5,3,12,26,3,1087.52,0,0.447,1,0.0,0.0,0,free_shipping,low,0
CUST01410,At-Risk,2,4,2,8,146,2,670.94,0,0.34,11,0.0,0.0,18,bundle_discount,high,0
CUST01411,Dormant,1,1,1,3,183,0,0.0,0,0.0,0,0.0,0.0,51,none,high,0
CUST01412,Needs Attention,2,2,1,5,91,1,348.68,0,0.34,9,0.0,0.0,9,none,high,1
CUST01413,Dormant,1,1,1,3,234,0,0.0,0,0.0,2,0.0,0.0,39,none,high,1
CUST01414,Promising New,4,2,2,8,30,1,453.66,1,0.34,10,0.0,1.0,17,new_launch,medium,0
CUST01415,Promising New,5,2,2,9,9,1,509.5,0,0.29,9,0.0,0.0,0,free_shipping,low,0
CUST01416,Loyal Customers,3,5,5,13,50,3,2785.86,3,0.223,11,0.667,0.333,20,welcome_offer,medium,0
CUST01417,Discount Sensitive,1,2,2,5,149,1,461.24,0,0.42,3,0.0,0.0,26,new_launch,high,1
CUST01418,Dormant,1,2,3,6,176,1,785.78,0,0.31,10,0.0,0.0,35,free_shipping,high,1
CUST01419,Promising New,4,2,3,9,41,1,1111.02,0,0.21,1,0.0,0.0,11,welcome_offer,high,0
CUST01420,Loyal Customers,3,5,5,13,67,3,2895.91,1,0.353,14,0.0,0.0,14,bundle_discount,medium,0
CUST01421,Promising New,4,2,3,9,46,1,1155.37,1,0.25,16,1.0,1.0,30,bundle_discount,medium,1
CUST01422,Loyal Customers,3,5,4,12,58,3,1353.3,1,0.2,3,0.333,1.0,17,new_launch,medium,0
